# text = regularity of spacing
# id = 04769988-n-1
# type = def
1	regularity	wf	NN	regularity%1	regularity%1:07:00::	man	0:10
6	;	wf	punc	_	_	ignore	34:35
7	generally	wf	RB	generally%4	generally%4:02:02::	man	36:45
8	,	wf	punc	_	_	ignore	45:46
9	a	wf	DT	a	_	ignore	47:48
10	system	wf	NN	system%1	_	un	49:55
11	that	wf	WDT	that	_	ignore	56:60
12	tends	wf	VBZ	tend%2	tend%2:42:01::	man	61:66
13	in	wf	IN	in	_	ignore	67:69
14	probability	wf	NN	probability%1	_	un	70:81
15	to	wf	TO	to	_	ignore	82:84
16	a	wf	DT	a	_	ignore	85:86
17	limiting	wf	JJ	limiting%1|limit%2|limiting%3	limiting%5:00:01:restrictive:00	man	87:95
18	form	wf	NN	form%1|form%2	form%1:09:00::	man	96:100
19	that	wf	WDT	that	_	ignore	101:105
20	is	wf	VBZ	i%1|be%2	_	un	106:108
21	independent	wf	JJ	independent%1|independent%3	_	un	109:120
22	of	wf	IN	of	_	ignore	121:123
23	the	wf	DT	the	_	ignore	124:127
24	initial	wf	JJ	initial%1|initial%2|initial%3	initial%5:00:00:first:00	man	128:135
25	conditions	wf	NNS	condition%1|conditions%1|condition%2	_	un	136:146

# text = the quality of abounding in rocks and stones; 
# id = 04772191-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	_	glob|a	_	abound_in%2	abound_in%2:42:00::	man	_
5	abounding	cf|a	VBG	abound%2|abounding%3	_	un	15:24
6	in	cf|a	IN	in	_	ignore	25:27
7	rocks	wf	NNS	rock%1|rock%2	rock%1:17:01::|rock%1:27:00::	man	28:33
8	and	wf	CC	and	_	ignore	34:37
9	stones	wf	NNS	stone%1|stone%2	stone%1:27:00::	man	38:44
10	;	wf	punc	_	_	ignore	44:45

# text = due to the rockiness of the land it was quickly dry even after a heavy rain
# id = 04772191-n-2
# type = ex
1	due	wf	_	due%1|due%3|due%4	_	un	0:3
2	to	wf	_	to	_	ignore	4:6
3	the	wf	_	the	_	ignore	7:10
4	rockiness	wf	_	rockiness%1	rockiness%1:07:00::	auto	11:20
5	of	wf	_	of	_	ignore	21:23
6	the	wf	_	the	_	ignore	24:27
7	land	wf	_	land%1|land%2	_	un	28:32
8	it	wf	_	it	_	ignore	33:35
9	was	wf	_	be%2	_	un	36:39
10	quickly	wf	_	quickly%4	_	un	40:47
11	dry	wf	_	dry%1|dry%2|dry%3	_	un	48:51
12	even	wf	_	even%1|even%2|even%3|even%4	_	un	52:56
13	after	wf	_	after%3|after%4	_	un	57:62
14	a	wf	_	a	_	ignore	63:64
15	heavy	wf	_	heavy%1|heavy%3|heavy%4	_	un	65:70
16	rain	wf	_	rain%1|rain%2	_	un	71:75

# text = the quality of being inhomogeneous
# id = 04769362-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	inhomogeneous	wf	JJ	inhomogeneous%3	inhomogeneous%5:00:00:heterogeneous:00	auto	21:34

# text = the quality of being hilly; 
# id = 04772557-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	hilly	wf	JJ	hilly%3	hilly%5:00:00:rough:00	auto	21:26
6	;	wf	punc	_	_	ignore	26:27

# text = the hilliness of West Virginia
# id = 04772557-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	hilliness	wf	_	hilliness%1	hilliness%1:07:00::	auto	4:13
3	of	wf	_	of	_	ignore	14:16
4	West	wf	_	West%1	_	un	17:21
5	Virginia	wf	_	Virginia%1	_	un	22:30

# text = unevenness in quality or performance
# id = 04772844-n-1
# type = def
1	unevenness	wf	NN	unevenness%1	_	un	0:10
2	in	wf	IN	in	_	ignore	11:13
3	quality	wf	NN	quality%1|quality%3	_	un	14:21
4	or	wf	CC	or	_	ignore	22:24
5	performance	wf	NN	performance%1	performance%1:22:00::	man	25:36

# text = a condition in which everything is regular and unvarying
# id = 04769049-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	condition	wf	NN	condition%1|condition%2	condition%1:26:00::	man	2:11
3	in	wf	IN	in	_	ignore	12:14
4	which	wf	WDT	which	_	ignore	15:20
5	everything	wf	PRP	everything	_	ignore	21:31
6	is	wf	VBZ	i%1|be%2	_	un	32:34
7	regular	wf	JJ	regular%1|regular%3	_	un	35:42
8	and	wf	CC	and	_	ignore	43:46
9	unvarying	wf	JJ	unvarying%3	_	un	47:56

# text = the quality of moving freely
# id = 04773351-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	moving	wf	VBG	move%2|moving%3	_	un	15:21
5	freely	wf	RB	freely%4	freely%4:02:00::	auto	22:28

# text = variability attributable to individual differences
# id = 04773068-n-1
# type = def
1	variability	wf	NN	variability%1	_	un	0:11
2	attributable	wf	JJ	attributable%3	attributable%3:00:00::	auto	12:24
3	to	wf	TO	to	_	ignore	25:27
4	individual	wf	JJ	individual%1|individual%3	individual%3:00:00::	man	28:38
5	differences	wf	NNS	difference%1	difference%1:11:00::	man	39:50

# text = something irregular like a bump or crack in a smooth surface
# id = 04772691-n-1
# type = def
1	something	wf	PRP	something	_	ignore	0:9
2	irregular	wf	JJ	irregular%1|irregular%3	_	un	10:19
3	like	wf	IN	like%1|like%2|like%3	like%3:00:00::	man	20:24
4	a	wf	DT	a	_	ignore	25:26
5	bump	wf	NN	bump%1|bump%2	bump%1:25:00::	man	27:31
6	or	wf	CC	or	_	ignore	32:34
7	crack	wf	NN	crack%1|crack%2|crack%3	crack%1:07:00::	man	35:40
8	in	wf	IN	in	_	ignore	41:43
9	a	wf	DT	a	_	ignore	44:45
10	smooth	wf	JJ	smooth%1|smooth%2|smooth%3	_	un	46:52
11	surface	wf	NN	surface%1|surface%2|surface%3	surface%1:15:00::	man	53:60

# text = the power or ability to move
# id = 04773596-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	power	wf	NN	power%1|power%2	_	un	4:9
3	or	wf	CC	or	_	ignore	10:12
4	ability	wf	NN	ability%1	ability%1:07:00::	man	13:20
5	to	wf	TO	to	_	ignore	21:23
6	move	wf	VB	move%1|move%2	_	un	24:28

# text = the quality of being maneuverable
# id = 04774198-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	maneuverable	wf	JJ	maneuverable%3	maneuverable%5:00:00:mobile:00	auto	21:33

# text = the quality of having a level and even surface; 
# id = 04769716-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	having	wf	VBG	have%2	_	un	15:21
5	a	wf	DT	a	_	ignore	22:23
6	level	wf	NN	level%1|level%2|level%3	_	un	24:29
7	and	wf	CC	and	_	ignore	30:33
8	even	wf	JJ	even%1|even%2|even%3|even%4	even%3:00:01::	man	34:38
9	surface	wf	NN	surface%1|surface%2|surface%3	surface%1:06:00::	man	39:46
10	;	wf	punc	_	_	ignore	46:47

# text = the water was a glassy smoothness
# id = 04769716-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	water	wf	_	water%1|water%2	_	un	4:9
3	was	wf	_	be%2	_	un	10:13
4	a	wf	_	a	_	ignore	14:15
5	glassy	wf	_	glassy%3	_	un	16:22
6	smoothness	wf	_	smoothness%1	smoothness%1:07:01::	auto	23:33

# text = the weather system of the Pacific is determined by the uninterrupted smoothness of the ocean
# id = 04769716-n-3
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	weather	wf	_	weather%1|weather%2|weather%3	_	un	4:11
3	system	wf	_	system%1	_	un	12:18
4	of	wf	_	of	_	ignore	19:21
5	the	wf	_	the	_	ignore	22:25
6	Pacific	wf	_	Pacific%1|Pacific%3	_	un	26:33
7	is	wf	_	i%1|be%2	_	un	34:36
8	determined	wf	_	determine%2|determined%3	_	un	37:47
9	by	wf	_	by	_	ignore	48:50
10	the	wf	_	the	_	ignore	51:54
11	uninterrupted	wf	_	uninterrupted%3	_	un	55:68
12	smoothness	wf	_	smoothness%1	smoothness%1:07:01::	auto	69:79
13	of	wf	_	of	_	ignore	80:82
14	the	wf	_	the	_	ignore	83:86
15	ocean	wf	_	ocean%1	_	un	87:92

# text = the quality of being controllable by skilled movements of the hands
# id = 04774365-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	controllable	wf	JJ	controllable%3	controllable%5:00:00:manageable:00	auto	21:33
6	by	wf	IN	by	_	ignore	34:36
7	skilled	wf	JJ	skilled%3	skilled%3:00:00::	auto	37:44
8	movements	wf	NNS	movement%1	movement%1:04:00::	man	45:54
9	of	wf	IN	of	_	ignore	55:57
10	the	wf	DT	the	_	ignore	58:61
11	hands	wf	NNS	hand%1|hands%1|hand%2	hand%1:08:00::	man	62:67

# text = the quality of being unsteady and subject to changes; 
# id = 04770911-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	unsteady	wf	JJ	unsteady%3	unsteady%3:00:00::	man	21:29
6	and	wf	CC	and	_	ignore	30:33
7	subject	wf	JJ	subject%1|subject%2|subject%3	subject%5:00:00:subordinate:02	man	34:41
8	to	wf	TO	to	_	ignore	42:44
9	changes	wf	NNS	change%1|change%2	_	un	45:52
10	;	wf	punc	_	_	ignore	52:53

# text = he kept a record of price fluctuations
# id = 04770911-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	kept	wf	_	keep%2|kept%3	_	un	3:7
3	a	wf	_	a	_	ignore	8:9
4	record	wf	_	record%1|record%2	_	un	10:16
5	of	wf	_	of	_	ignore	17:19
6	price	wf	_	price%1|price%2	_	un	20:25
7	fluctuations	wf	_	fluctuation%1	fluctuation%1:07:00::	auto	26:38

# text = the twinkling of the stars caused when changes in the density of the earth's atmosphere produce uneven refraction of starlight
# id = 04771128-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	twinkling	wf	NN	twinkling%1|twinkle%2|twinkling%3	twinkle%2:43:00::	man	4:13
3	of	wf	IN	of	_	ignore	14:16
4	the	wf	DT	the	_	ignore	17:20
5	stars	wf	NNS	star%1|star%2	star%1:17:00::	man	21:26
6	caused	wf	VBN	cause%2	_	un	27:33
7	when	wf	WRB	when	_	ignore	34:38
8	changes	wf	NNS	change%1|change%2	change%1:24:00::	man	39:46
9	in	wf	IN	in	_	ignore	47:49
10	the	wf	DT	the	_	ignore	50:53
11	density	wf	NN	density%1	density%1:07:00::	man	54:61
12	of	wf	IN	of	_	ignore	62:64
13	the	wf	DT	the	_	ignore	65:68
14	earth's	wf	NN	earth%1	_	un	69:76
15	atmosphere	wf	NN	atmosphere%1	atmosphere%1:15:00::	man	77:87
16	produce	wf	NN	produce%1|produce%2	produce%2:36:03::	man	88:95
17	uneven	wf	JJ	uneven%3	uneven%3:00:00::	man	96:102
18	refraction	wf	NN	refraction%1	refraction%1:19:00::	man	103:113
19	of	wf	IN	of	_	ignore	114:116
20	starlight	wf	NN	starlight%1	starlight%1:19:00::	auto	117:126

# text = the quality of being movable; capable of being moved or rearranged
# id = 04773899-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	movable	wf	JJ	movable%1|movable%3	movable%5:00:00:portable:00|movable%5:00:00:mobile:00	man	21:28
6	;	wf	punc	_	_	ignore	28:29
7	capable	wf	JJ	capable%3	capable%3:00:00::	man	30:37
8	of	wf	IN	of	_	ignore	38:40
9	being	wf	VBG	being%1|be%2	_	un	41:46
10	moved	wf	VBN	move%2|moved%3	_	un	47:52
11	or	wf	CC	or	_	ignore	53:55
12	rearranged	wf	VBN	rearrange%2	rearrange%2:30:00::	auto	56:66

# text = unevenness produced by waves or wrinkles
# id = 04772955-n-1
# type = def
1	unevenness	wf	NN	unevenness%1	_	un	0:10
2	produced	wf	VBN	produce%2	produce%2:36:03::	man	11:19
3	by	wf	IN	by	_	ignore	20:22
4	waves	wf	NNS	wave%1|wave%2	wave%1:25:00::	man	23:28
5	or	wf	CC	or	_	ignore	29:31
6	wrinkles	wf	NNS	wrinkle%1|wrinkle%2	_	un	32:40

# text = movement or space for movement; 
# id = 04774511-n-1
# type = def
1	movement	wf	NN	movement%1	movement%1:11:00::	man	0:8
2	or	wf	CC	or	_	ignore	9:11
3	space	wf	NN	space%1|space%2	_	un	12:17
4	for	wf	IN	for	_	ignore	18:21
5	movement	wf	NN	movement%1	movement%1:11:00::	man	22:30
6	;	wf	punc	_	_	ignore	30:31

# text = there was too much play in the steering wheel
# id = 04774511-n-2
# type = ex
1	there	wf	_	there%1|there%4	_	un	0:5
2	was	wf	_	be%2	_	un	6:9
3	too	wf	_	too%4	_	un	10:13
4	much	wf	_	much%1|much%3|much%4	_	un	14:18
5	play	wf	_	play%1|play%2	play%1:07:00::	auto	19:23
6	in	wf	_	in	_	ignore	24:26
7	the	wf	_	the	_	ignore	27:30
8	steering	wf	_	steering%1|steer%2	_	un	31:39
9	wheel	wf	_	wheel%1|wheel%2	_	un	40:45

# text = a jerky back and forth kind of mobility; 
# id = 04775185-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	jerky	wf	JJ	jerky%1|jerky%3	jerky%5:00:00:unsteady:00	man	2:7
3	_	glob|a	_	back_and_forth%4	back_and_forth%4:02:00::	man	_
4	back	cf|a	NN	back%1|back%2|back%3|back%4	_	un	8:12
5	and	cf|a	CC	and	_	ignore	13:16
6	forth	cf|a	RB	forth%4	_	un	17:22
7	kind	wf	NN	kind%1|kind%3	kind%1:09:00::	man	23:27
8	of	wf	IN	of	_	ignore	28:30
9	mobility	wf	NN	mobility%1	mobility%1:07:00::	auto	31:39
10	;	wf	punc	_	_	ignore	39:40

# text = he walked with the wiggliness of a child on high heels
# id = 04775185-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	walked	wf	_	walk%2	_	un	3:9
3	with	wf	_	with	_	ignore	10:14
4	the	wf	_	the	_	ignore	15:18
5	wiggliness	wf	_	wiggliness%1	wiggliness%1:07:00::	auto	19:29
6	of	wf	_	of	_	ignore	30:32
7	a	wf	_	a	_	ignore	33:34
8	child	wf	_	child%1	_	un	35:40
9	on	wf	_	on	_	ignore	41:43
10	high	wf	_	high%1|high%3|high%4	_	un	44:48
11	heels	wf	_	heel%1|heel%2	_	un	49:54

# text = the quality of being loose (not taut); 
# id = 04775357-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	quality%1:07:00::	man	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	loose	wf	RB	loose%2|loose%3|loose%4	loose%5:00:00:lax:01	man	21:26
6	(	wf	punc	_	_	ignore	27:28
7	not	wf	RB	not%4	not%4:02:00::	auto	28:31
8	taut	wf	JJ	taut%3	taut%5:00:00:tense:01	man	32:36
9	)	wf	punc	_	_	ignore	36:37
10	;	wf	punc	_	_	ignore	37:38

# text = he hadn't counted on the slackness of the rope
# id = 04775357-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	had	wf	_	have%2	_	un	3:6
3	n't	wf	_	not%4	_	un	6:9
4	counted	wf	_	count%2	_	un	10:17
5	on	wf	_	on	_	ignore	18:20
6	the	wf	_	the	_	ignore	21:24
7	slackness	wf	_	slackness%1	slackness%1:07:00::	auto	25:34
8	of	wf	_	of	_	ignore	35:37
9	the	wf	_	the	_	ignore	38:41
10	rope	wf	_	rope%1|rope%2	_	un	42:46

# text = the quality of not moving
# id = 04776299-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	not	wf	RB	not%4	not%4:02:00::	auto	15:18
5	moving	wf	VBG	move%2|moving%3	_	un	19:25

# text = the quality or attribute of being unstable and irresolute
# id = 04775747-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	or	wf	CC	or	_	ignore	12:14
4	attribute	wf	NN	attribute%1|attribute%2	_	un	15:24
5	of	wf	IN	of	_	ignore	25:27
6	being	wf	VBG	being%1|be%2	_	un	28:33
7	unstable	wf	JJ	unstable%3	unstable%5:00:00:irresolute:00	man	34:42
8	and	wf	CC	and	_	ignore	43:46
9	irresolute	wf	JJ	irresolute%3	irresolute%3:00:00::	auto	47:57

# text = the quality of being ceaselessly moving or active; 
# id = 04774743-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	ceaselessly	wf	RB	ceaselessly%4	ceaselessly%4:02:00::	auto	21:32
6	moving	wf	JJ	move%2|moving%3	moving%3:00:02::	man	33:39
7	or	wf	CC	or	_	ignore	40:42
8	active	wf	JJ	active%1|active%3	active%3:00:01::	man	43:49
9	;	wf	punc	_	_	ignore	49:50

# text = the restlessness of the wind
# id = 04774743-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	restlessness	wf	_	restlessness%1	restlessness%1:07:01::	auto	4:16
3	of	wf	_	of	_	ignore	17:19
4	the	wf	_	the	_	ignore	20:23
5	wind	wf	_	wind%1|wind%2	_	un	24:28

# text = lacking an ability to move
# id = 04776453-n-1
# type = def
1	lacking	wf	VBG	lack%2|lacking%3	lack%2:42:00::	man	0:7
2	an	wf	DT	an	_	ignore	8:10
3	ability	wf	NN	ability%1	ability%1:07:00::	man	11:18
4	to	wf	TO	to	_	ignore	19:21
5	move	wf	VB	move%1|move%2	_	un	22:26

# text = the quality of being light enough to be carried
# id = 04776176-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	light	wf	JJ	light%1|light%2|light%3|light%4	light%3:00:01::	man	21:26
6	enough	wf	RB	enough%1|enough%3|enough%4	_	un	27:33
7	to	wf	TO	to	_	ignore	34:36
8	be	wf	VB	be%2	_	un	37:39
9	carried	wf	VBN	carry%2	carry%2:35:02::	man	40:47

# text = not capable of being moved or rearranged
# id = 04776699-n-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	capable	wf	JJ	capable%3	capable%3:00:00::	man	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	moved	wf	VBN	move%2|moved%3	_	un	21:26
6	or	wf	CC	or	_	ignore	27:29
7	rearranged	wf	VBN	rearrange%2	rearrange%2:30:00::	auto	30:40

# text = immobility by virtue of being inert
# id = 04776572-n-1
# type = def
1	immobility	wf	NN	immobility%1	immobility%1:07:00::	man	0:10
2	by	wf	IN	by	_	ignore	11:13
3	virtue	wf	NN	virtue%1	_	ignore	14:20
4	of	wf	IN	of	_	ignore	21:23
5	being	wf	VBG	being%1|be%2	_	un	24:29
6	inert	wf	JJ	inert%3	inert%5:00:00:nonmoving:00	man	30:35

# text = lack of movement or room for movement
# id = 04776940-n-1
# type = def
1	lack	wf	NN	lack%1|lack%2	lack%1:26:00::	man	0:4
2	of	wf	IN	of	_	ignore	5:7
3	movement	wf	NN	movement%1	movement%1:04:00::	man	8:16
4	or	wf	CC	or	_	ignore	17:19
5	room	wf	NN	room%1|room%2	room%1:06:00::	man	20:24
6	for	wf	IN	for	_	ignore	25:28
7	movement	wf	NN	movement%1	movement%1:04:00::	man	29:37

# text = ability to move spontaneously and independently
# id = 04773761-n-1
# type = def
1	ability	wf	NN	ability%1	ability%1:07:00::	man	0:7
2	to	wf	TO	to	_	ignore	8:10
3	move	wf	VB	move%1|move%2	_	un	11:15
4	spontaneously	wf	RB	spontaneously%4	_	un	16:29
5	and	wf	CC	and	_	ignore	30:33
6	independently	wf	RB	independently%4	independently%4:02:00::	man	34:47

# text = the quality of being fixed in place as by some firm attachment
# id = 04777098-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	fixed	wf	VBN	fix%2|fixed%3	_	un	21:26
6	in	wf	IN	in	_	ignore	27:29
7	place	wf	NN	place%1|place%2	place%1:15:00::	man	30:35
