# text = a tall glass for serving highballs
# id = 03518135-n-1
# type = def
6	thick	wf	JJ	thick%1|thick%3|thick%4	_	un	20:25
7	head	wf	NN	head%1|head%2	head%1:06:00::	man	26:30
8	;	wf	punc	_	_	ignore	30:31
9	used	wf	VBN	use%2|used%3	_	un	32:36
10	to	wf	TO	to	_	ignore	37:39
11	protect	wf	VB	protect%2	protect%2:33:00::	man	40:47
12	the	wf	DT	the	_	ignore	48:51
13	soles	wf	NNS	sole%1|sole%2	sole%1:06:00::	man	52:57
14	of	wf	IN	of	_	ignore	58:60
15	boots	wf	NNS	boot%1|boot%2	boot%1:06:00::	man	61:66

# text = a long skirt very narrow below the knees, worn between 1910 and 1914
# id = 03523506-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	long	wf	JJ	long%2|long%3|long%4	long%3:00:01::	man	2:6
3	skirt	wf	NN	skirt%1|skirt%2	skirt%1:06:00::	man	7:12
4	very	wf	RB	very%3|very%4	_	un	13:17
5	narrow	wf	JJ	narrow%1|narrow%2|narrow%3	_	un	18:24
6	below	wf	IN	below%4	_	un	25:30
7	the	wf	DT	the	_	ignore	31:34
8	knees	wf	NNS	knee%1	knee%1:08:00::	man	35:40
9	,	wf	punc	_	_	ignore	40:41
10	worn	wf	VBN	wear%2|worn%3	_	un	42:46
11	between	wf	IN	between%4	_	un	47:54
12	1910	wf	CD	1910	_	ignore	55:59
13	and	wf	CC	and	_	ignore	60:63
14	1914	wf	CD	1914	_	ignore	64:68

# text = a cosmetic used to highlight the eyes or cheekbones
# id = 03519081-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
