# text = register (perceptual input); 
# id = 02107248-v-1
# type = def
1	register	wf	VB	register%1|register%2	register%2:39:00::	man	0:8
2	felt	wf	_	felt%1|feel%2|felt%2	feel%2:39:00::	auto	3:7
3	his	wf	_	his	_	ignore	8:11
4	flesh	wf	_	flesh%1|flesh%2	_	un	12:17
5	crawl	wf	_	crawl%1|crawl%2	_	un	18:23

# text = She felt the heat when she got out of the car
# id = 02106006-v-5
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	felt	wf	_	felt%1|feel%2|felt%2	feel%2:39:00::	auto	4:8
3	the	wf	_	the	_	ignore	9:12
4	heat	wf	_	heat%1|heat%2	_	un	13:17
5	when	wf	_	when	_	ignore	18:22
6	she	wf	_	she	_	ignore	23:26
7	got	wf	_	get%2	_	un	27:30
8	out	wf	_	out%1|out%2|out%3|out%4	_	un	31:34
9	of	wf	_	of	_	ignore	35:37
10	the	wf	_	the	_	ignore	38:41
11	car	wf	_	car%1	_	un	42:45

# text = pass through; 
# id = 02108377-v-1
# type = def
1	pass	wf	VB	pass%1|pass%2|pass%3	_	un	0:4
2	through	wf	IN	through%3|through%4	_	un	5:12
3	;	wf	punc	_	_	ignore	12:13

# text = The chemical undergoes a sudden change
# id = 02108377-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	chemical	wf	_	chemical%1|chemical%3	_	un	4:12
3	undergoes	wf	_	undergo%2	undergo%2:39:04::	auto	13:22
4	a	wf	_	a	_	ignore	23:24
5	sudden	wf	_	sudden%3	_	un	25:31
6	change	wf	_	change%1|change%2	_	un	32:38

# text = The fluid undergoes shear
# id = 02108377-v-3
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	fluid	wf	_	fluid%1|fluid%3	_	un	4:9
3	undergoes	wf	_	undergo%2	undergo%2:39:04::	auto	10:19
4	shear	wf	_	shear%1|shear%2	_	un	20:25

# text = undergo a strange sensation
# id = 02108377-v-4
# type = ex
1	undergo	wf	_	undergo%2	undergo%2:39:04::	auto	0:7
2	a	wf	_	a	_	ignore	8:9
3	strange	wf	_	strange%3	_	un	10:17
4	sensation	wf	_	sensation%1	_	un	18:27

# text = go or live through; 
# id = 02110220-v-1
# type = def
1	_	glob|b	_	go_through%2	go_through%2:39:00::	man	_
2	go	cf|b	VB	go%1|go%2|go%3	_	un	0:2
3	or	wf	CC	or	_	ignore	3:5
4	live	wf	VB	live%2|live%3|live%4	_	un	6:10
5	through	cf|b	IN	through%3|through%4	_	un	11:18
6	;	wf	punc	_	_	ignore	18:19

# text = We had many trials to go through
# id = 02110220-v-2
# type = ex
1	We	wf	_	we	_	ignore	0:2
2	had	wf	_	have%2	_	un	3:6
3	many	wf	_	many	_	ignore	7:11
4	trials	wf	_	trial%1	_	un	12:18
5	to	wf	_	to	_	ignore	19:21
6	_	glob|a	_	go_through%2	go_through%2:39:00::	auto	_
7	go	cf|a	_	go%1|go%2|go%3	_	un	22:24
8	through	cf|a	_	through%3|through%4	_	un	25:32

# text = he saw action in Viet Nam
# id = 02110220-v-3
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	saw	wf	_	saw%1|saw%2|see%2	see%2:39:12::	auto	3:6
3	action	wf	_	action%1|action%2	_	un	7:13
4	in	wf	_	in	_	ignore	14:16
5	Viet	wf	_	Viet	_	un	17:21
6	Nam	wf	_	Nam	_	un	22:25

# text = expose to the effects of vitriol or injure with vitriol
# id = 02111371-v-1
# type = def
1	expose	wf	VB	expose%1|expose%2	expose%2:39:02::	man	0:6
2	to	wf	TO	to	_	ignore	7:9
3	the	wf	DT	the	_	ignore	10:13
4	effects	wf	NNS	effect%1|effects%1|effect%2	_	un	14:21
5	of	wf	IN	of	_	ignore	22:24
6	vitriol	wf	NN	vitriol%1|vitriol%2	vitriol%1:27:00::	man	25:32
7	or	wf	CC	or	_	ignore	33:35
8	injure	wf	VB	injure%2	injure%2:29:00::	man	36:42
9	with	wf	IN	with	_	ignore	43:47
10	vitriol	wf	NN	vitriol%1|vitriol%2	_	un	48:55

# text = undergo passive experience of; 
# id = 02110552-v-1
# type = def
1	undergo	wf	VB	undergo%2	_	un	0:7
2	passive	wf	JJ	passive%1|passive%3	_	un	8:15
3	experience	wf	NN	experience%1|experience%2	_	un	16:26
4	of	wf	IN	of	_	ignore	27:29
5	;	wf	punc	_	_	ignore	29:30

# text = We felt the effects of inflation
# id = 02110552-v-2
# type = ex
1	We	wf	_	we	_	ignore	0:2
2	felt	wf	_	felt%1|feel%2|felt%2	feel%2:39:01::	auto	3:7
3	the	wf	_	the	_	ignore	8:11
4	effects	wf	_	effect%1|effects%1|effect%2	_	un	12:19
5	of	wf	_	of	_	ignore	20:22
6	inflation	wf	_	inflation%1	_	un	23:32

# text = her fingers felt their way through the string quartet
# id = 02110552-v-3
# type = ex
1	her	wf	_	her	_	ignore	0:3
2	fingers	wf	_	finger%1|finger%2	_	un	4:11
3	felt	wf	_	felt%1|feel%2|felt%2	feel%2:39:01::	auto	12:16
4	their	wf	_	their	_	ignore	17:22
5	way	wf	_	way%1|way%4	_	un	23:26
6	through	wf	_	through%3|through%4	_	un	27:34
7	the	wf	_	the	_	ignore	35:38
8	string	wf	_	string%1|string%2	_	un	39:45
9	quartet	wf	_	quartet%1	_	un	46:53

# text = she felt his contempt of her
# id = 02110552-v-4
# type = ex
1	she	wf	_	she	_	ignore	0:3
2	felt	wf	_	felt%1|feel%2|felt%2	feel%2:39:01::	auto	4:8
3	his	wf	_	his	_	ignore	9:12
4	contempt	wf	_	contempt%1	_	un	13:21
5	of	wf	_	of	_	ignore	22:24
6	her	wf	_	her	_	ignore	25:28

# text = cause (someone) to undergo something; 
# id = 02111499-v-1
# type = def
1	cause	wf	VB	cause%1|cause%2	_	un	0:5
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	6:7
4	someone	wf	NN	someone%1	someone%1:03:00::	auto	7:14
5	)	wf	punc	_	_	ignore	14:15
6	_	aux	_	_	_	_	_
7	to	wf	TO	to	_	ignore	16:18
8	undergo	wf	VB	undergo%2	undergo%2:39:04::	man	19:26
9	something	wf	PRP	something	_	ignore	27:36
10	;	wf	punc	_	_	ignore	36:37

# text = He put her to the torture
# id = 02111499-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	put	wf	_	put%1|put%2	put%2:39:13::	auto	3:6
3	her	wf	_	her	_	ignore	7:10
4	to	wf	_	to	_	ignore	11:13
5	the	wf	_	the	_	ignore	14:17
6	torture	wf	_	torture%1|torture%2	_	un	18:25

# text = cause to experience shipwreck; 
# id = 02111625-v-1
# type = def
1	cause	wf	VB	cause%1|cause%2	_	un	0:5
2	to	wf	TO	to	_	ignore	6:8
3	experience	wf	VB	experience%1|experience%2	_	un	9:19
4	shipwreck	wf	NN	shipwreck%1|shipwreck%2	shipwreck%1:11:00::	man	20:29
5	;	wf	punc	_	_	ignore	29:30

# text = They were shipwrecked in one of the mysteries at sea
# id = 02111625-v-2
# type = ex
1	They	wf	_	they	_	ignore	0:4
2	were	wf	_	be%2	_	un	5:9
3	shipwrecked	wf	_	shipwreck%2	shipwreck%2:39:00::	auto	10:21
4	in	wf	_	in	_	ignore	22:24
5	one	wf	_	one	_	ignore	25:28
6	of	wf	_	of	_	ignore	29:31
7	the	wf	_	the	_	ignore	32:35
8	mysteries	wf	_	mystery%1	_	un	36:45
9	at	wf	_	at	_	ignore	46:48
10	sea	wf	_	sea%1	_	un	49:52

# text = receive as a retribution or punishment; 
# id = 02108654-v-1
# type = def
1	receive	wf	VB	receive%2	_	un	0:7
2	as	wf	IN	as	_	ignore	8:10
3	a	wf	DT	a	_	ignore	11:12
4	retribution	wf	NN	retribution%1	retribution%1:21:00::	man	13:24
5	or	wf	CC	or	_	ignore	25:27
6	punishment	wf	NN	punishment%1	punishment%1:04:00::	auto	28:38
7	;	wf	punc	_	_	ignore	38:39

# text = He got 5 years in prison
# id = 02108654-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	got	wf	_	get%2	get%2:39:14::	auto	3:6
3	5	wf	_	5	_	ignore	7:8
4	years	wf	_	year%1|years%1	_	un	9:14
5	in	wf	_	in	_	ignore	15:17
6	prison	wf	_	prison%1	_	un	18:24

# text = subject to refraction; 
# id = 02111838-v-1
# type = def
1	subject	wf	VB	subject%1|subject%2|subject%3	subject%2:39:03::	man	0:7
2	to	wf	TO	to	_	ignore	8:10
3	refraction	wf	NN	refraction%1	refraction%1:19:00::	man	11:21
4	;	wf	punc	_	_	ignore	21:22

# text = refract a light beam
# id = 02111838-v-2
# type = ex
1	refract	wf	_	refract%2	refract%2:39:00::	auto	0:7
2	a	wf	_	a	_	ignore	8:9
3	light	wf	_	light%1|light%2|light%3|light%4	_	un	10:15
4	beam	wf	_	beam%1|beam%2	_	un	16:20

# text = experience or feel or submit to; 
# id = 02109045-v-1
# type = def
1	experience	wf	VB	experience%1|experience%2	_	un	0:10
2	or	wf	CC	or	_	ignore	11:13
3	feel	wf	VB	feel%1|feel%2	_	un	14:18
4	or	wf	CC	or	_	ignore	19:21
5	submit	wf	VB	submit%2	submit%2:31:12::	man	22:28
6	to	wf	TO	to	_	ignore	29:31
7	;	wf	punc	_	_	ignore	31:32

# text = Take a test
# id = 02109045-v-2
# type = ex
1	Take	wf	_	take%1|take%2	take%2:39:00::	auto	0:4
2	a	wf	_	a	_	ignore	5:6
3	test	wf	_	test%1|test%2	_	un	7:11

# text = Take the plunge
# id = 02109045-v-3
# type = ex
1	Take	wf	_	take%1|take%2	take%2:39:00::	auto	0:4
2	the	wf	_	the	_	ignore	5:8
3	plunge	wf	_	plunge%1|plunge%2	_	un	9:15

# text = expose to the circulation of fresh air so as to retard spoilage; 
# id = 02112345-v-1
# type = def
1	expose	wf	VB	expose%1|expose%2	expose%2:39:02::	man	0:6
2	to	wf	TO	to	_	ignore	7:9
3	the	wf	DT	the	_	ignore	10:13
4	circulation	wf	NN	circulation%1	_	un	14:25
5	of	wf	IN	of	_	ignore	26:28
6	fresh	wf	JJ	fresh%3|fresh%4	_	un	29:34
7	air	wf	NN	air%1|air%2	_	un	35:38
8	so	wf	CC	so%1|so%4	_	un	39:41
9	as	wf	IN	as	_	ignore	42:44
10	to	wf	TO	to	_	ignore	45:47
11	retard	wf	VB	retard%1|retard%2	retard%2:30:07::	man	48:54
12	spoilage	wf	NN	spoilage%1	spoilage%1:22:00::	man	55:63
13	;	wf	punc	_	_	ignore	63:64

# text = Wheat should be well ventilated
# id = 02112345-v-2
# type = ex
1	Wheat	wf	_	wheat%1	_	un	0:5
2	should	wf	_	should	_	ignore	6:12
3	be	wf	_	be%2	_	un	13:15
4	well	wf	_	well%1|well%2|well%3|well%4	_	un	16:20
5	ventilated	wf	_	ventilate%2|ventilated%3	ventilate%2:39:00::	auto	21:31

# text = expose to fresh air; 
# id = 02112891-v-1
# type = def
1	expose	wf	VB	expose%1|expose%2	expose%2:39:02::	man	0:6
2	to	wf	TO	to	_	ignore	7:9
3	fresh	wf	JJ	fresh%3|fresh%4	_	un	10:15
4	air	wf	NN	air%1|air%2	_	un	16:19
5	;	wf	punc	_	_	ignore	19:20

# text = aerate your old sneakers
# id = 02112891-v-2
# type = ex
1	aerate	wf	_	aerate%2	aerate%2:39:00::	auto	0:6
2	your	wf	_	your	_	ignore	7:11
3	old	wf	_	old%1|old%3	_	un	12:15
4	sneakers	wf	_	sneaker%1	_	un	16:24

# text = expose insufficiently; 
# id = 02113253-v-1
# type = def
1	expose	wf	VB	expose%1|expose%2	expose%2:39:02::	man	0:6
2	insufficiently	wf	RB	insufficiently%4	insufficiently%4:02:00::	auto	7:21
3	;	wf	punc	_	_	ignore	21:22

# text = The child was underexposed to language
# id = 02113253-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	child	wf	_	child%1	_	un	4:9
3	was	wf	_	be%2	_	un	10:13
4	underexposed	wf	_	underexpose%2	underexpose%2:39:00::	auto	14:26
5	to	wf	_	to	_	ignore	27:29
6	language	wf	_	language%1	_	un	30:38

# text = expose or make accessible to some action or influence; 
# id = 02112029-v-1
# type = def
1	expose	wf	VB	expose%1|expose%2	expose%2:39:02::	man	0:6
2	or	wf	CC	or	_	ignore	7:9
3	make	wf	VB	make%1|make%2	make%2:30:00::	man	10:14
4	accessible	wf	JJ	accessible%3	accessible%3:00:00::	man	15:25
5	to	wf	TO	to	_	ignore	26:28
6	some	wf	DT	some	_	ignore	29:33
7	action	wf	NN	action%1|action%2	action%1:04:02::	man	34:40
8	or	wf	CC	or	_	ignore	41:43
9	influence	wf	NN	influence%1|influence%2	_	un	44:53
10	;	wf	punc	_	_	ignore	53:54

# text = Expose your students to art
# id = 02112029-v-2
# type = ex
1	Expose	wf	_	expose%1|expose%2	expose%2:39:02::	auto	0:6
2	your	wf	_	your	_	ignore	7:11
3	students	wf	_	student%1	_	un	12:20
4	to	wf	_	to	_	ignore	21:23
5	art	wf	_	art%1	_	un	24:27

# text = expose the blanket to sunshine
# id = 02112029-v-3
# type = ex
1	expose	wf	_	expose%1|expose%2	expose%2:39:02::	auto	0:6
2	the	wf	_	the	_	ignore	7:10
3	blanket	wf	_	blanket%1|blanket%2|blanket%3	_	un	11:18
4	to	wf	_	to	_	ignore	19:21
5	sunshine	wf	_	sunshine%1	_	un	22:30

# text = go through (mental or physical states or experiences); 
# id = 02108026-v-1
# type = def
1	_	glob|a	_	go_through%2	go_through%2:39:00::	man	_
2	go	cf|a	VB	go%1|go%2|go%3	_	un	0:2
3	through	cf|a	IN	through%3|through%4	_	un	3:10
4	_	aux	_	_	_	_	_
5	(	wf	punc	_	_	ignore	11:12
6	mental	wf	JJ	mental%3	mental%3:00:00::	man	12:18
7	or	wf	CC	or	_	ignore	19:21
8	physical	wf	JJ	physical%3	_	un	22:30
9	states	wf	NNS	state%1|state%2	state%1:03:00::	man	31:37
10	or	wf	CC	or	_	ignore	38:40
11	experiences	wf	NNS	experience%1|experience%2	_	un	41:52
12	)	wf	punc	_	_	ignore	52:53
13	_	aux	_	_	_	_	_
14	;	wf	punc	_	_	ignore	53:54

# text = get an idea
# id = 02108026-v-2
# type = ex
